"University of Texas at San Antonio Schedule of Classes"
""
"These are the search criteria you submitted :"
"Term: Fall 2015"
"Subject:     CS "
"Course Number: %"
"Attributes: Any"
"Part of Term: Any"
Time Blocks: Any
"Campus: Any"
""
"FALL 2015 (201610)"
"Status","Subject","Course","Section","CRN","Title","Cred","Meeting Days","Times","Campus","Location","Instructor","Date","Weeks","Seats","Enrolled","Available","Final Exam","Fees","Notes","Comments"
"OPEN","CS","7311","024","13276","Doctoral Dissertation",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,BO, 
"OPEN","CS","7311","025","13277","Doctoral Dissertation",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,BO, 
"OPEN","CS","7311","026","13704","Doctoral Dissertation",  1,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,   $40,BO, 
"OPEN","CS","7313","001","10715","Doctoral Dissertation",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","7313","002","10716","Doctoral Dissertation",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","7313","003","10735","Doctoral Dissertation",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","7313","004","10736","Doctoral Dissertation",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","7313","005","10737","Doctoral Dissertation",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","7313","006","10903","Doctoral Dissertation",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","7313","007","11034","Doctoral Dissertation",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","7313","008","11036","Doctoral Dissertation",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","7313","009","11549","Doctoral Dissertation",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","7313","010","11550","Doctoral Dissertation",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","7313","011","11551","Doctoral Dissertation",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","7313","012","11552","Doctoral Dissertation",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","7313","013","11553","Doctoral Dissertation",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","7313","014","11554","Doctoral Dissertation",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","7313","015","11555","Doctoral Dissertation",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","7313","016","11556","Doctoral Dissertation",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","7313","017","11869","Doctoral Dissertation",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","7313","018","11870","Doctoral Dissertation",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","7313","019","11871","Doctoral Dissertation",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","7313","020","12327","Doctoral Dissertation",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","7313","021","12328","Doctoral Dissertation",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","7313","022","12329","Doctoral Dissertation",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","7313","023","12363","Doctoral Dissertation",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","7313","024","12330","Doctoral Dissertation",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","7313","025","12978","Doctoral Dissertation",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $120,BO, 
"OPEN","CS","7313","026","13705","Doctoral Dissertation",  3,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,5,0,5,To be determined by instructor ,  $120,BO, 
"OPEN","CS","7316","001","11037","Doctoral Dissertation",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,BO, 
"OPEN","CS","7316","002","11038","Doctoral Dissertation",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,BO, 
"OPEN","CS","7316","003","11039","Doctoral Dissertation",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,BO, 
"OPEN","CS","7316","004","11046","Doctoral Dissertation",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,BO, 
"OPEN","CS","7316","005","11047","Doctoral Dissertation",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,BO, 
"OPEN","CS","7316","006","11048","Doctoral Dissertation",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,BO, 
"OPEN","CS","7316","007","11557","Doctoral Dissertation",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,BO, 
"OPEN","CS","7316","008","11558","Doctoral Dissertation",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,BO, 
"OPEN","CS","7316","009","11559","Doctoral Dissertation",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,BO, 
"OPEN","CS","7316","010","11560","Doctoral Dissertation",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,BO, 
"OPEN","CS","7316","011","11561","Doctoral Dissertation",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,BO, 
"OPEN","CS","7316","012","11562","Doctoral Dissertation",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,BO, 
"OPEN","CS","7316","013","11563","Doctoral Dissertation",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,BO, 
"OPEN","CS","7316","014","11564","Doctoral Dissertation",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,BO, 
"OPEN","CS","7316","015","11565","Doctoral Dissertation",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,BO, 
"OPEN","CS","7316","016","11566","Doctoral Dissertation",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,BO, 
"OPEN","CS","7316","017","11872","Doctoral Dissertation",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,BO, 
"OPEN","CS","7316","018","11873","Doctoral Dissertation",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,BO, 
"OPEN","CS","7316","019","11874","Doctoral Dissertation",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,BO, 
"OPEN","CS","7316","020","12331","Doctoral Dissertation",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,BO, 
"OPEN","CS","7316","021","12332","Doctoral Dissertation",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,BO, 
"OPEN","CS","7316","022","12333","Doctoral Dissertation",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,BO, 
"OPEN","CS","7316","023","12364","Doctoral Dissertation",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,BO, 
"OPEN","CS","7316","024","12334","Doctoral Dissertation",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,BO, 
"OPEN","CS","7316","025","12735","Doctoral Dissertation",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,10,0,10,To be determined by instructor ,  $240,BO, 
"OPEN","CS","7316","026","12766","Doctoral Dissertation",  6,"TBA","TBA","Main Camp","TBA","Staff",08/18-12/12,17,1,0,1,To be determined by instructor ,  $240,BO, 
"Total number of courses =   507"
